StringID,KO_KR
Item_Desc_16028,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 5: O Segredo de Cora"
Item_Desc_16029,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 5: O Segredo de Cora"
Item_Desc_16030,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 5: O Segredo de Cora"
Item_Desc_16031,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 5: O Segredo de Cora"
Item_Desc_16032,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 5: O Segredo de Cora"
Item_Desc_16033,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 6: Heresia e Traição"
Item_Desc_16034,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 6: Heresia e Traição"
Item_Desc_16035,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 6: Heresia e Traição"
Item_Desc_16036,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 6: Heresia e Traição"
Item_Desc_16037,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 6: Heresia e Traição"
Item_Desc_16038,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 7: Overmind"
Item_Desc_16039,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 7: Overmind"
Item_Desc_16040,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 7: Overmind"
Item_Desc_16041,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 7: Overmind"
Item_Desc_16042,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 7: Overmind"
Item_Desc_16043,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 8: Vetor, Scalar e Euclid"
Item_Desc_16044,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 8: Vetor, Scalar e Euclid"
Item_Desc_16045,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 8: Vetor, Scalar e Euclid"
Item_Desc_16046,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 8: Vetor, Scalar e Euclid."
Item_Desc_16047,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 8: Vetor, Scalar e Euclid."
Item_Desc_16048,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 9: Torre dos Gritos Silenciosos"
Item_Desc_16049,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 9: Torre dos Gritos Silenciosos"
Item_Desc_16050,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 9: Torre dos Gritos Silenciosos"
Item_Desc_16051,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 9: Torre dos Gritos Silenciosos"
Item_Desc_16052,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 9: Torre dos Gritos Silenciosos"
Item_Desc_16053,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 10: O Vaso Caído"
Item_Desc_16054,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 10: O Vaso Caído"
Item_Desc_16055,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 10: O Vaso Caído"
Item_Desc_16056,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 10: O Vaso Caído"
Item_Desc_16057,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 10: O Vaso Caído"
Item_Desc_16058,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11: O Retorno de Lotan"
Item_Desc_16059,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11: O Retorno de Lotan"
Item_Desc_16060,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11: O Retorno de Lotan"
Item_Desc_16061,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11: O Retorno de Lotan"
Item_Desc_16062,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11: O Retorno de Lotan"
Item_Desc_16063,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11 História Paralela: Um Coração Reacordado"
Item_Desc_16064,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11 História Paralela: Um Coração Reacordado"
Item_Desc_16065,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11 História Paralela: Um Coração Reacordado"
Item_Desc_16066,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 11 História Paralela: Um Coração Reacordado"
Item_Desc_16067,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 12: O Vulcão Fala"
Item_Desc_16068,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 12: O Vulcão Fala"
Item_Desc_16069,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 12: O Vulcão Fala"
Item_Desc_16070,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 12: O Vulcão Fala"
Item_Desc_16071,"Registro parcial sobre os Scions, os herdeiros do poder Arcano e protetores de Novus. Capítulo 12: O Vulcão Fala"
Costume_Desc_290024,"Um Traje Brisa do Oceano que captura a sensação de descanso e relaxamento do refrescante mar azul.
Sua silhueta é tão revigorante quanto uma brisa fresca de verão."
Costume_Desc_290025,"Um Traje Rugido de Torcida que encapsula a paixão intensa e a energia animada de jogar em campo.
O rugido de torcida da multidão carrega um anseio por vitória que desperta o Espírito de luta dentro do seu coração."
item_name_9938,Bilhete de RF Starter Pass
Item_Name_210209,Caixa de Hiper Sensor
Item_Desc_210209,Caixa da qual é possível obter Artefatos de Hiper Sensor.
Item_Name_15990,Hydra - 1
Item_Name_15991,Hydra - 2
Item_Name_15992,Hydra - 3
Item_Name_15993,Hydra - 4
Item_Name_15994,Hydra - 5
Item_Name_15995,Hydra - 6
Item_Name_15996,Hydra - 7
Item_Name_15997,Hydra - 8
Item_Name_15998,Hydra - 9
Item_Name_15999,Hydra - 10
Item_Name_16020,Introdução: Coração de Novus
Item_Name_16021,Capítulo 1: Fronteira Bellato
Item_Name_16022,Capítulo 2: Início da Perseguição
Item_Name_16023,Capítulo 3: O Sequestrado
Item_Name_16024,Capítulo 4: Floresta Contaminada - 1
Item_Name_16025,Capítulo 4: Floresta Contaminada - 2
Item_Name_16026,Capítulo 4: Floresta Contaminada - 3
Item_Name_16027,Capítulo 4: Floresta Contaminada - 4
Item_Name_16028,Capítulo 5: O Segredo de Cora - 1
Item_Name_16029,Capítulo 5: O Segredo de Cora - 2
Item_Name_16030,Capítulo 5: O Segredo de Cora - 3
Item_Name_16031,Capítulo 5: O Segredo de Cora - 4
Item_Name_16032,Capítulo 5: O Segredo de Cora - 5
Item_Name_16033,Capítulo 6: Heresia e Traição - 1
Item_Name_16034,Capítulo 6: Heresia e Traição - 2
Item_Name_16035,Capítulo 6: Heresia e Traição - 3
Item_Name_16036,Capítulo 6: Heresia e Traição - 4
Item_Name_16037,Capítulo 6: Heresia e Traição - 5
Item_Name_16038,Capítulo 7: Overmind - 1
Item_Name_16039,Capítulo 7: Overmind - 2
Item_Name_16040,Capítulo 7: Overmind - 3
Item_Name_16041,Capítulo 7: Overmind - 4
Item_Name_16042,Capítulo 7: Overmind - 5
Item_Name_16043,"Capítulo 8: Vetor, Scalar e Euclid - 1"
Item_Name_16044,"Capítulo 8: Vetor, Scalar e Euclid - 2"
Item_Name_16045,"Capítulo 8: Vetor, Scalar e Euclid - 3"
Item_Name_16046,"Capítulo 8: Vetor, Scalar e Euclid - 4"
Item_Name_16047,"Capítulo 8: Vetor, Scalar e Euclid - 5"
Item_Name_16048,Capítulo 9: Torre dos Gritos Silenciosos - 1
Item_Name_16049,Capítulo 9: Torre dos Gritos Silenciosos - 2
Item_Name_16050,Capítulo 9: Torre dos Gritos Silenciosos - 3
Item_Name_16051,Capítulo 9: Torre dos Gritos Silenciosos - 4
Item_Name_16052,Capítulo 9: Torre dos Gritos Silenciosos - 5
Item_Name_16053,Capítulo 10: O Navio Caído - 1
Item_Name_16054,Capítulo 10: O Navio Caído - 2
Item_Name_16055,Capítulo 10: O Navio Caído - 3
Item_Name_16056,Capítulo 10: O Navio Caído - 4
Item_Name_16057,Capítulo 10: O Navio Caído - 5
Item_Name_16058,Capítulo 11: O Retorno de Lotan - 1
Item_Name_16059,Capítulo 11: Retorno de Lotan - 2
Item_Name_16060,Capítulo 11: Retorno de Lotan - 3
Item_Name_16061,Capítulo 11: O Retorno de Lotan - 4
Item_Name_16062,Capítulo 11: O Retorno de Lotan - 5
Item_Name_16063,Capítulo 11 História Paralela: Um Coração Reacordado - 1
Item_Name_16064,Capítulo 11 História Paralela: Um Coração Reacordado - 2
Item_Name_16065,Capítulo 11 História Paralela: Um Coração Reavivado - 3
Item_Name_16066,Capítulo 11 História Paralela: Um Coração Reavivado - 4
Item_Name_16067,Capítulo 12: O Vulcão Fala - 1
Item_Name_16068,Capítulo 12 : O Vulcão Fala - 2
Item_Name_16069,Capítulo 12 : O Vulcão Fala - 3
Item_Name_16070,Capítulo 12 : O Vulcão Fala - 4
Item_Name_16071,Capítulo 12 : O Vulcão Fala - 5
Item_Name_1002218,Fio Cortante Enigma do Dominador
Item_Name_1002439,Arma de Enigma do Governante
CostumeRover_Desc_300047,"Um mod de aparência Ragdion de Brasa modelado a partir da forma do Animus selado dentro da montanha vulcânica de Caldeia.
Nem mesmo as correntes pesadas conseguem conter o calor que vaza de dentro."
CostumeRover_Desc_300048,"Um mod de aparência Flame Ragdion modelado a partir da forma do Animus selado dentro da montanha vulcânica de Chaldea.
A opressão só serve para temperar a raiva repetidamente."
CostumeRover_Desc_300049,"Um mod de aparência Inferno Ragdion modelado a partir da forma do Animus selado dentro da montanha vulcânica de Chaldea.
Uma vez totalmente desencadeado, o inferno pode consumir o mundo inteiro."
CostumeRover_Desc_300050,"Um mod de aparência Casual Unipop que exibe um estilo diferente dependendo da hora e do lugar.
Abraçando um visual natural e sem adornos, ele se deleita com os pequenos prazeres da vida cotidiana."
CostumeRover_Desc_300051,"Um mod de aparência Bathrobe Unipop que exibe um estilo diferente dependendo da hora e do lugar.
Vestido com um roupão macio e fofo, pode-se finalmente desfrutar do calor e do conforto do verdadeiro descanso."
CostumeRover_Desc_300052,"Um mod de aparência Glam Unipop que exibe um estilo diferente dependendo da hora e do lugar.
Sob as luzes brilhantes, todos os olhos naturalmente se voltam para a verdadeira estrela da festa: eu!"
CostumeRover_Desc_300053,"Um mod de aparência Rookie Ball Shooter que nunca para de se mover no campo.
Embora ainda inexperiente, sua determinação em vencer é inigualável."
CostumeRover_Desc_300054,"Um mod de aparência Ace Ball Shooter que nunca para de se mover no campo.
Um ás não é definido pela glória pessoal, mas pela disposição de lutar pela vitória da equipe."
CostumeRover_Desc_300055,"Um mod de aparência MVP Ball Shooter que nunca para de se mover no campo.
Tendo finalmente conquistado o cobiçado troféu de ouro, seu nome está gravado na história."
item_name_9939,Bilhete de Techlink Diário de 7 Dias
item_name_9940,Bilhete de Link de Núcleo Diário de 7 Dias
item_name_9941,Bilhete de Chip de Memória de 7 Dias
item_name_9942,Bilhete de Talics de 7 Dias
item_name_9943,Ticket de Carta de Facção de 7 Dias
Item_Name_149148,(Evento) Sucata de Androide Comum
Item_Name_149149,(Evento) Sucata de Androide Incomum
Item_Name_149150,(Evento) Sucata de Androide Rara
Item_Name_149151,(Evento) Sucata de Androide Épica
Item_Name_149152,(Evento) Sucata de Androide Lendária
Item_Name_8517,[Evento] Chave de Tesouro Lendário
Item_Name_9025,(Evento) Moedas de Ouro do Navio do Tesouro
Item_Name_158074,[Julho] Token de Passe RF
Item_Name_158075,[Julho] Token RF Premium
Item_Name_170358,(Evento) Baú do Tesouro do Navio
Item_Name_170359,(Evento) Baú de Ouro do Navio do Tesouro
Item_Name_182306,Caixa de Seleção de Partes de Bola de Tiro
Item_Name_205002,Caixa de Seleção de Skin de Arma Lendária Ⅰ
Item_Desc_8517,Um item usado para explorar ruínas lendárias.
Item_Desc_9025,Um item usado no Evento de Troca de Moedas de Ouro do Navio do Tesouro.
Item_Desc_158074,[Julho] Item de Coleção de Token de Passe RF
Item_Desc_158075,[Julho] Item de Coleção de Token RF Premium
Item_Desc_170358,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170359,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_182306,Uma caixa que permite selecionar partes de aparência do Rover Shooting Ball.
Item_Desc_205002,Uma caixa que permite selecionar e obter uma Skin de Arma de grau lendário de sua escolha
item_name_19140,Tri-Placa Dimensional Instável (Novus G)
item_name_19141,Tri-Placa Dimensional Estável (Novus G)
item_name_19142,Tri-Placa Dimensional Calibrada (Novus G)
item_name_19143,Tri-Placa Dimensional Ressonante (Novus G)
item_name_19144,Tri-Placa Dimensional Instável (Planeta Exterior)
item_name_19145,Tri-Placa Dimensional Estável (Planeta Exterior)
item_name_19146,Tri-Placa Dimensional Calibrada (Planeta Exterior)
item_name_19147,Tri-Placa Dimensional Ressonante (Planeta Exterior)
Item_Name_20424,Skin de Arma de Vitória da Fortaleza Albern
Item_Name_22112,Kit de Atualização do Dispositivo de Controle de Postura
Item_Name_149153,(Evento) Paragon de Indústria e Integridade
Item_Name_170347,(Evento) Baú de Moeda de Aventura da Sorte
Item_Name_170348,(Evento) Baú de Contrato de Missão de Aventura
Item_Name_170349,Caixa de Equipamento Casulo Invocado Ⅱ
Item_Name_170350,Caixa de Equipamento Morposi Invocada Ⅱ
Item_Name_170351,Caixa de Equipamento de Gigas Invocado Ⅱ
Item_Name_170352,Caixa de Equipamento Xenopsíquico Invocada
Item_Name_170353,Caixa de Equipamento Invocado Dazrah
Item_Name_170354,Caixa de Equipamento de Sondador Invocado
Item_Name_170355,Caixa de Equipamento de Hydra Invocada
Item_Name_170356,Baú de Módulo Turbo da Sorte
Item_Name_170357,Baú de Nó de Rotação da Sorte
Item_Name_180229,Baú de Seleção de Kit de Mod Ⅱ
Item_Name_180230,Baú de Seleção de Kit de Mod Sorte Ⅱ
Item_Name_210210,Recompensas Especiais de Maio I
Item_Name_210211,Recompensas Especiais de Maio II
Item_Name_210212,Recompensas Especiais de Maio III
Item_Name_210213,Recompensas Especiais de Maio IV
item_desc_19140,"Um dispositivo metálico usado para invocar um ser projetado.
A seção triangular opaca parece instável.

* Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19141,"Um dispositivo metálico usado para invocar um ser projetado.
Parece mais estável, possivelmente devido ao ornamento adicionado.

* Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19142,"Um dispositivo metálico usado para invocar um ser projetado.
A seção triangular opaca parece instável.

*Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19143,"Um dispositivo metálico usado para invocar um ser projetado.
Parece mais estável, possivelmente devido ao ornamento adicionado.

*Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19144,"Um dispositivo metálico usado para invocar um ser projetado.
A seção triangular opaca parece instável.

* Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19145,"Um dispositivo metálico usado para invocar um ser projetado.
Parece mais estável, possivelmente devido ao ornamento adicionado.

* Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19146,"Um dispositivo metálico usado para invocar um ser projetado.
A seção triangular opaca parece instável.

*Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
item_desc_19147,"Um dispositivo metálico usado para invocar um ser projetado.
Parece mais estável, possivelmente devido ao ornamento adicionado.

*Veja os tipos de monstros invocáveis nas informações de probabilidade do item."
Item_Desc_20424,Uma skin de arma temporária concedida por vencer na Fortaleza Albern.
Item_Desc_22112,Um item usado para aprimorar o dispositivo de controle de postura de um Link de Núcleo.
Item_Desc_149148,[Evento] Um item usado na Coleção de Colecionador de Sucata de Metal Android.
Item_Desc_149149,[Evento] Um item usado na Coleção do Coletor de Sucata de Metal Android.
Item_Desc_149150,[Evento] Um item usado na Coleção de Colecionador de Sucata de Metal Android.
Item_Desc_149151,[Evento] Um item usado na Coleção de Colecionador de Sucata de Metal Android.
Item_Desc_149152,[Evento] Um item usado na Coleção de Colecionador de Sucata de Metal Android.
Item_Desc_149153,[Evento] Um item usado na Coleção do Coletor de Sucata de Metal Android.
Item_Desc_170345,Um baú contendo um Contrato de Missão Nv. 12.
Item_Desc_170346,Um baú contendo um Contrato de Missão de Nível 13.
Item_Desc_170347,Um baú contendo Moedas de Aventura.
Item_Desc_170348,Um baú contendo um Contrato de Missão de Aventura.
Item_Desc_170349,Um baú contendo um dos muitos itens possíveis decidido por sorte.
Item_Desc_170350,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170351,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170352,Um baú contendo um dos muitos itens possíveis decidido por sorte.
Item_Desc_170353,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170354,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170355,Um baú contendo um de muitos itens possíveis decidido por sorte.
Item_Desc_170356,Um baú contendo Kits de Modificação de Módulo Turbo.
Item_Desc_170357,Um baú contendo Kits de Mod de Nó de Rotação.
Item_Desc_180228,Um baú que permite selecionar um Contrato de Missão de Nível 12-13.
Item_Desc_180229,Um baú que permite selecionar um Kit de Mod Techlink.
Item_Desc_180230,Um baú que permite selecionar um Kit de Mod Techlink.
Item_Desc_210210,Um baú contendo vários itens.
Item_Desc_210211,Um baú contendo vários itens.
Item_Desc_210212,Um baú contendo vários itens.
Item_Desc_210213,Um baú contendo vários itens.
Item_Name_79,não usar
Item_Name_80,não usar
Item_Name_81,não usar
Item_Name_82,não usar
Item_Name_89,não usar
Item_Name_90,não usar
Item_Name_91,não usar
Item_Name_92,não usar
Item_Name_1026,(Evento) Extensão de Permissão da Costa do Navio do Tesouro
Item_Name_1410,Bilhete de Transferência de Servidor
Item_Name_1411,Ticket de Transferência de Guilda
Item_Name_2261,Cupom Ctrl+Z [Re-Fusão de Biosuit]
Item_Name_2262,Cupom Ctrl+Z [Re-Fusão de Rover]
Item_Name_2263,Cupom Ctrl+Z [Restauração de Arma]
Item_Name_2264,Cupom Ctrl+Z [Restauração de Armadura]
Item_Name_2265,Cupom Ctrl+Z [Restauração de Acessório]
Item_Name_2266,Cupom Ctrl+Z [Restauração de Artefato]
Item_Name_2267,Cupom Ctrl+Z [Restauração de Expansão]
Item_Name_2268,Cupom Ctrl+Z [Re-Fusão de Biosuit]
Item_Name_2269,Cupom Ctrl+Z [Re-Fusão de Rover]
Item_Name_2270,Cupom Ctrl+Z [Restauração de Arma]
Item_Name_2271,Cupom Ctrl+Z [Restauração de Armadura]
Item_Name_2272,Cupom Ctrl+Z [Restauração de Acessório]
Item_Name_2273,Cupom Ctrl+Z [Restauração de Artefato]
Item_Name_2274,Cupom Ctrl+Z [Restauração de Expansão]
Item_Name_7092,Contrato de Missão Comum XII
Item_Name_7093,Contrato de Missão Incomum XII
Item_Name_7094,Contrato de Missão Raro XII
Item_Name_7095,Contrato de Missão Épico XII
Item_Name_7096,Contrato de Missão Lendário XII
Item_Name_7097,Contrato de Missão Comum XIII
Item_Name_7098,Contrato de Missão Incomum XIII
Item_Name_7099,Contrato de Missão Raro XIII
Item_Name_7100,Contrato de Missão Épico XIII
Item_Name_7101,Contrato de Missão Lendário XIII
Item_Name_9024,(Evento) RF Tokens
Item_Name_15930,Edric Beloa - 1
Item_Name_15931,Edric Beloa - 2
Item_Name_15932,Edric Beloa - 3
Item_Name_15933,Edric Beloa - 4
Item_Name_15934,Edric Beloa - 5
Item_Name_15935,Edric Beloa - 6
Item_Name_15936,Edric Beloa - 7
Item_Name_15937,Edric Beloa - 8
Item_Name_15938,Edric Beloa - 9
Item_Name_15939,Edric Beloa - 10
Item_Name_15940,Starlock - 1
Item_Name_15941,Starlock - 2
Item_Name_15942,Starlock - 3
Item_Name_15943,Starlock - 4
Item_Name_15944,Starlock - 5
Item_Name_15945,Starlock - 6
Item_Name_15946,Starlock - 7
Item_Name_15947,Starlock - 8
Item_Name_15948,Starlock - 9
Item_Name_15949,Starlock - 10
Item_Name_15950,Noé - 1
Item_Name_15951,Noah - 2
Item_Name_15952,Noah - 3
Item_Name_15953,Noé - 4
Item_Name_15954,Noah - 5
Item_Name_15955,Noah - 6
Item_Name_15956,Noah - 7
Item_Name_15957,Noah - 8
Item_Name_15958,Noah - 9
Item_Name_15959,Noah - 10
Item_Name_15960,Tensor Prim - 1
Item_Name_15961,Tensor Prim - 2
Item_Name_15962,Tensor Prim - 3
Item_Name_15963,Tensor Prim - 4
Item_Name_15964,Tensor Prim - 5
Item_Name_15965,Tensor Prim - 6
Item_Name_15966,Tensor Prim - 7
Item_Name_15967,Tensor Prim - 8
Item_Name_15968,Tensor Prim - 9
Item_Name_15969,Tensor Prim - 10
Item_Name_15970,Ragdion - 1
Item_Name_15971,Ragdion - 2
Item_Name_15972,Ragdion - 3
Item_Name_15973,Ragdion - 4
Item_Name_15974,Ragdion - 5
Item_Name_15975,Ragdion - 6
Item_Name_15976,Ragdion - 7
Item_Name_15977,Ragdion - 8
Item_Name_15978,Ragdion - 9
Item_Name_15979,Ragdion - 10
Item_Name_15980,Sondador - 1
Item_Name_15981,Sondador - 2
Item_Name_15982,Sondador - 3
Item_Name_15983,Sondador - 4
Item_Name_15984,Sondador - 5
Item_Name_15985,Sondador - 6
Item_Name_15986,Sondador - 7
Item_Name_15987,Sondador - 8
Item_Name_15988,Sondador - 9
Item_Name_15989,Sondador - 10
Item_Name_16000,"Cidade das Camadas, Rootvein - 1"
Item_Name_16001,"Cidade das Camadas, Rootvein - 2"
Item_Name_16002,"Cidade das Camadas, Rootvein - 3"
Item_Name_16003,"Cidade das Camadas, Rootvein - 4"
Item_Name_16004,"Cidade das Camadas, Rootvein - 5"
Item_Name_16005,"Cidade das Camadas, Rootvein - 6"
Item_Name_16006,"Cidade das Camadas, Rootvein - 7"
Item_Name_16007,"Cidade das Camadas, Rootvein - 8"
Item_Name_16008,"Cidade das Camadas, Rootvein - 9"
Item_Name_16009,"Cidade das Camadas, Rootvein - 10"
Item_Name_16010,Raça Extraterrestre: Crawler - 1
Item_Name_16011,Raça Extraterrestre: Crawler - 2
Item_Name_16012,Raça Extraterrestre: Crawler - 3
Item_Name_16013,Raça Extraterrestre: Crawler - 4
Item_Name_16014,Raça Extraterrestre: Crawler - 5
Item_Name_16015,Raça Extraterrestre: Crawler - 6
Item_Name_16016,Raça Extraterrestre: Crawler - 7
Item_Name_16017,Raça Extraterrestre: Crawler - 8
Item_Name_16018,Raça Extraterrestre: Crawler - 9
Item_Name_16019,Raça Extraterrestre: Crawler - 10
Item_Name_21117,[Evento] Bilhete de Giro
Item_Name_149143,(Evento) RF Token Tycoon Ⅰ
Item_Name_149144,(Evento) RF Token Tycoon Ⅱ
Item_Name_149145,(Evento) Novo Mercenário de Novus
Item_Name_149146,(Evento) Mestre de Criação de Acessórios Ⅰ
Item_Name_149147,(Evento) Mestre de Criação de Acessórios Ⅱ
Item_Name_154896,Placa de Identificação da Equipe de Pesquisa Estratigráfica
Item_Name_154897,Caixa de Suprimentos Danificada
Item_Name_154898,Máscara da Gangue
Item_Name_154899,Cristal Corrompido
Item_Name_154904,Braço Mecânico do Vagabundo
Item_Name_154905,Dados de Extração de Lava
Item_Name_154906,Selo de Despacho Accretia
Item_Name_154907,Analisador Geológico Vulcânico
Item_Name_154912,Pena de Ave Marinha
Item_Name_154913,Ferramenta Ritual Antiga Cora
Item_Name_154914,Unidade Emissora de Laser
Item_Name_154915,Amostra de Rocha Incomum
Item_Name_154920,Amostra de Rocha Peculiar
Item_Name_154921,Tecido Interno Mutado
Item_Name_154922,Distintivo de Mercenário Danificado
Item_Name_154923,Detector de Partículas Destruído
Item_Name_154928,Amostra de Rocha de Magma
Item_Name_154929,Relatório de Análise de Atividade Vulcânica
Item_Name_154930,Mineral com Espinhos
Item_Name_154931,Selo Bellato Chamuscado
Item_Name_154294,Selo de Missão Lavaron I
Item_Name_154295,Selo de Missão Lavaron II
Item_Name_154296,Selo de Missão Lavaron III
Item_Name_154297,Selo de Missão Lavaron IV
Item_Name_154298,Selo de Missão Lavaron V
Item_Name_154299,Primeiro Token de Expedição Vulcânica
Item_Name_154300,Token da Segunda Expedição Vulcânica
Item_Name_154301,Token da Terceira Expedição Vulcânica
Item_Name_154302,Token da Quarta Expedição Vulcânica
Item_Name_154303,Fragmento de Magma Solidificado
Item_Name_154304,Token do Mercado Negro
Item_Name_154305,Pedra Divina de Cora Antiga
Item_Name_154306,Token Herege Fraco
Item_Name_154307,Transmissor de Sinal Accretia
Item_Name_154308,Caixa de Relíquias Cora Quebrada
Item_Name_154309,Revólver do Fora-da-lei
Item_Name_154310,Registros do Sacerdote Morto
Item_Name_154311,Fragmento de Altar Quebrado
Item_Name_154312,Token Nomad
Item_Name_154313,Mineral Derretido
Item_Name_154314,Tecido Biológico Solidificado
Item_Name_158072,[Inicial] Token de Passe RF
Item_Name_158073,[Iniciante] Token RF Premium
Item_Name_159095,Fragmento de Chama Ardente
Item_Name_170344,Caixa de Peças da Oficina de Rover II
Item_Name_170345,Baú de Missão de Contrato Nv. 12
Item_Name_170346,Baú de Missão de Contrato Nv. 13
Item_Name_180227,Baú de Seleção de Arma de Boas-Vindas do Novo Mercenário +7
Item_Name_180228,Baú de Seleção de Missão de Contrato Lv. 12-13
Item_Name_182007,Baú de Seleção de Talic Lendário Nv. 1
Item_Name_182008,Baú de Seleção de Talic Lendário Nv. 3
Item_Name_182009,Baú de Seleção Talic Mítico Lv. 1
Item_Name_210205,(Evento) Baú de Boas-Vindas do Novo Mercenário Ⅰ
Item_Name_210206,(Evento) Baú de Boas-Vindas do Novo Mercenário Ⅱ
Item_Name_210207,Baú de Lembrança do Desafio Campo de Batalha da Memória II
Item_Name_210208,Pacote Premium de Milhagem
Item_Name_210700,Baú de Conjunto Raro Bunnyroid
Item_Name_320035,(Evento) Cupom Ctrl+Z - Bilhete de Troca de Restauração de Artefato
Item_Desc_1026,(Evento) Bilhete de Extensão de Permissão da Costa do Navio do Tesouro
Item_Desc_1410,"Este Bilhete de Transferência de Servidor foi emitido para clientes cuja transferência de servidor falhou. Se você não conseguir usar este bilhete, entre em contato com o Suporte ao Cliente."
Item_Desc_1411,"Este Bilhete de Transferência de Guilda foi emitido para clientes cuja transferência de guilda falhou. Se você não conseguir usar este bilhete, entre em contato com o Suporte ao Cliente."
Item_Desc_2261,Um cupom que permite re-fusões para fusões de Biosuit falhadas de grau Épico ou superior entre {0}.
Item_Desc_2262,Um cupom que permite re-fusões para fusões de Rover falhadas de grau Épico ou superior entre {0}.
Item_Desc_2263,Um cupom que permite selecionar e restaurar armas de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
Item_Desc_2264,Um cupom que permite selecionar e restaurar peças de armadura de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos entre {0}.
